POSITIONS,UNIQUE ID,ID TYPE,NAME,POSITION UNITS,PORTFOLIO,PRICE,CURRENCY
,CX_TW0002498003_TAI,ISIN,CX_TW0002498003_TAI,100,Common Stock,,USD
,69312_00035398 - Forex Leg HUF,ISIN,69312_00035398 - Forex Leg HUF,100,Fixed Rate Bond,,USD
,CX_XS0718981995_GBP,ISIN,CX_XS0718981995_GBP,100,Fixed Rate Bond,,USD
,CX_CH0122787564_CHF,ISIN,CX_CH0122787564_CHF,100,Fixed Rate Bond,,USD
,CX_QA000A0Q5NE9_DSM,ISIN,CX_QA000A0Q5NE9_DSM,100,Common Stock,,USD
,CX_US74005PAY07_USD,ISIN,CX_US74005PAY07_USD,100,Fixed Rate Bond,,USD
,CX_CA4436281022_CAQ,ISIN,CX_CA4436281022_CAQ,100,Common Stock,,USD
,CX_KYG7800X1079_HKG,ISIN,CX_KYG7800X1079_HKG,100,Common Stock,,USD
,CX_US20271RAL42_USD,ISIN,CX_US20271RAL42_USD,100,Fixed Rate Bond,,USD
,CX_US86765BAJ89_USD,ISIN,CX_US86765BAJ89_USD,100,Fixed Rate Bond,,USD
,69312_00035561 - Forex Leg USD,ISIN,69312_00035561 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_JP3359600008_TYO,ISIN,CX_JP3359600008_TYO,100,Common Stock,,USD
,CX_HK0014000126_HKG,ISIN,CX_HK0014000126_HKG,100,Common Stock,,USD
,CX_XS1614198262_EUR,ISIN,CX_XS1614198262_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US29336UAA51_USD,ISIN,CX_US29336UAA51_USD,100,Interest Rate Index Linked Note,,USD
,69312_00036832 - Forex Leg MXN,ISIN,69312_00036832 - Forex Leg MXN,100,Fixed Rate Bond,,USD
,CX_US68389XBD66_USD,ISIN,CX_US68389XBD66_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS0444030646_EUR,ISIN,CX_XS0444030646_EUR,100,Fixed Rate Bond,,USD
,CX_US89114QBJ67_USD,ISIN,CX_US89114QBJ67_USD,100,Fixed Rate Bond,,USD
,CX_US02665T3068_NYQ,ISIN,CX_US02665T3068_NYQ,100,Common Stock,,USD
,CX_FR0011225127_EUR,ISIN,CX_FR0011225127_EUR,100,Fixed Rate Bond,,USD
,CX_US36962G6S82_USD,ISIN,CX_US36962G6S82_USD,100,Fixed Rate Bond,,USD
,CX_US14912L6J50_USD,ISIN,CX_US14912L6J50_USD,100,Fixed Rate Bond,,USD
,CX_XS1587911451_EUR,ISIN,CX_XS1587911451_EUR,100,Fixed Rate Bond,,USD
,CX_CH0323735628_CHF,ISIN,CX_CH0323735628_CHF,100,Fixed Rate Bond,,USD
,CX_US912810RF75_USD,ISIN,CX_US912810RF75_USD,100,Fixed Rate Bond,,USD
,CX_IT0003132476_MIL,ISIN,CX_IT0003132476_MIL,100,Common Stock,,USD
,BARRWEHM,ISIN,BARRWEHM,100,Fixed Rate Bond,,USD
,CX_MYL7153OO009_KLS,ISIN,CX_MYL7153OO009_KLS,100,Common Stock,,USD
,CX_KYG3940K1058_HKG,ISIN,CX_KYG3940K1058_HKG,100,Common Stock,,USD
,CX_IDG000011107_IDR,ISIN,CX_IDG000011107_IDR,100,Fixed Rate Bond,,USD
,CX_US149123BX80_USD,ISIN,CX_US149123BX80_USD,100,Interest Rate Index Linked Note,,USD
,CX_GB00B3DGH821_LSE,ISIN,CX_GB00B3DGH821_LSE,100,Common Stock,,USD
,CX_XS1269175466_GBP,ISIN,CX_XS1269175466_GBP,100,Fixed Rate Bond,,USD
,CX_US775109AZ48_USD,ISIN,CX_US775109AZ48_USD,100,Interest Rate Index Linked Note,,USD
,CX_GB0004866223_LSE,ISIN,CX_GB0004866223_LSE,100,Common Stock,,USD
,CX_GB0031809436_LSE,ISIN,CX_GB0031809436_LSE,100,Common Stock,,USD
,CX_US5006432000_NYQ,ISIN,CX_US5006432000_NYQ,100,Common Stock,,USD
,CX_TW0006409006_TAI,ISIN,CX_TW0006409006_TAI,100,Common Stock,,USD
,CX_JP3435750009_TYO,ISIN,CX_JP3435750009_TYO,100,Common Stock,,USD
,CX_US0080731088_NSQ,ISIN,CX_US0080731088_NSQ,100,Common Stock,,USD
,CX_BRRADLACNOR0_SAO,ISIN,CX_BRRADLACNOR0_SAO,100,Common Stock,,USD
,69312_00037117 - Forex Leg USD,ISIN,69312_00037117 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_US1890541097_NYQ,ISIN,CX_US1890541097_NYQ,100,Common Stock,,USD
,CX_US126408GV99_USD,ISIN,CX_US126408GV99_USD,100,Interest Rate Index Linked Note,,USD
,CX_US9182041080_NYQ,ISIN,CX_US9182041080_NYQ,100,Common Stock,,USD
,CX_US912828L245_USD,ISIN,CX_US912828L245_USD,100,Fixed Rate Bond,,USD
,DNPSEL1,ISIN,DNPSEL1,100,Fixed Rate Bond,,USD
,DNPSEL2,ISIN,DNPSEL2,100,Fixed Rate Bond,,USD
,CX_XS1111108673_EUR,ISIN,CX_XS1111108673_EUR,100,Fixed Rate Bond,,USD
,CX_CA29290ZAR16_CAD,ISIN,CX_CA29290ZAR16_CAD,100,Interest Rate Index Linked Note,,USD
,CX_CH0027815288_CHF,ISIN,CX_CH0027815288_CHF,100,Fixed Rate Bond,,USD
,CX_US0240131047_NYQ,ISIN,CX_US0240131047_NYQ,100,Common Stock,,USD
,CX_US857477AZ63_USD,ISIN,CX_US857477AZ63_USD,100,Interest Rate Index Linked Note,,USD
,CX_IDG000009705_IDR,ISIN,CX_IDG000009705_IDR,100,Fixed Rate Bond,,USD
,CX_US87612EAR71_USD,ISIN,CX_US87612EAR71_USD,100,Fixed Rate Bond,,USD
,CX_XS1128224703_EUR,ISIN,CX_XS1128224703_EUR,100,Fixed Rate Bond,,USD
,CX_MYBMX1000038_MYR,ISIN,CX_MYBMX1000038_MYR,100,Fixed Rate Bond,,USD
,CX_US681936BB51_USD,ISIN,CX_US681936BB51_USD,100,Interest Rate Index Linked Note,,USD
,CX_CA89154B1022_CAQ,ISIN,CX_CA89154B1022_CAQ,100,Common Stock,,USD
,CX_ES0115056139_MCE,ISIN,CX_ES0115056139_MCE,100,Common Stock,,USD
,CX_US91159HHN35_USD,ISIN,CX_US91159HHN35_USD,100,Interest Rate Index Linked Note,,USD
,CX_GRS294003009_ATH,ISIN,CX_GRS294003009_ATH,100,Common Stock,,USD
,CX_IE0003864109_LSE,ISIN,CX_IE0003864109_LSE,100,Common Stock,,USD
,CX_US31677QBG38_USD,ISIN,CX_US31677QBG38_USD,100,Interest Rate Index Linked Note,,USD
,CX_CA05590HAR80_CAD,ISIN,CX_CA05590HAR80_CAD,100,Fixed Rate Bond,,USD
,CX_US70975L1070_NYQ,ISIN,CX_US70975L1070_NYQ,100,Common Stock,,USD
,CX_CA6252841045_CAQ,ISIN,CX_CA6252841045_CAQ,100,Common Stock,,USD
,KWIKTRIP,ISIN,KWIKTRIP,100,Fixed Rate Bond,,USD
,CX_US8681681057_NYQ,ISIN,CX_US8681681057_NYQ,100,Common Stock,,USD
,CX_KR7241560002_KSC,ISIN,CX_KR7241560002_KSC,100,Common Stock,,USD
,CX_TW0002231008_TAI,ISIN,CX_TW0002231008_TAI,100,Common Stock,,USD
,CX_XS1615079974_EUR,ISIN,CX_XS1615079974_EUR,100,Interest Rate Index Linked Note,,USD
,CX_FR0010918292_PAR,ISIN,CX_FR0010918292_PAR,100,Common Stock,,USD
,CX_CH0219080048_CHF,ISIN,CX_CH0219080048_CHF,100,Fixed Rate Bond,,USD
,CX_US25746UBY47_USD-Fix,ISIN,CX_US25746UBY47_USD-Fix,100,Fixed Rate Bond,,USD
,CX_CH0193395537_CHF,ISIN,CX_CH0193395537_CHF,100,Fixed Rate Bond,,USD
,CX_US44266RAC16_USD,ISIN,CX_US44266RAC16_USD,100,Fixed Rate Bond,,USD
,CX_US5341871094_NYQ,ISIN,CX_US5341871094_NYQ,100,Common Stock,,USD
,CX_US00206RDH21_USD,ISIN,CX_US00206RDH21_USD,100,Fixed Rate Bond,,USD
,CX_US141781BF09_USD,ISIN,CX_US141781BF09_USD,100,Fixed Rate Bond,,USD
,CX_ES0182870214_MCE,ISIN,CX_ES0182870214_MCE,100,Common Stock,,USD
,CX_CH0268988158_CHF,ISIN,CX_CH0268988158_CHF,100,Fixed Rate Bond,,USD
,CX_XS1019326641_EUR,ISIN,CX_XS1019326641_EUR,100,Fixed Rate Bond,,USD
,CX_USG8449WAB03_USD,ISIN,CX_USG8449WAB03_USD,100,Fixed Rate Bond,,USD
,CX_US14042RBS94_USD,ISIN,CX_US14042RBS94_USD,100,Interest Rate Index Linked Note,,USD
,CX_US73755LAF40_USD,ISIN,CX_US73755LAF40_USD,100,Fixed Rate Bond,,USD
,CX_CH0141833407_CHF,ISIN,CX_CH0141833407_CHF,100,Fixed Rate Bond,,USD
,CX_GB0008220112_LSE,ISIN,CX_GB0008220112_LSE,100,Common Stock,,USD
,CX_XS0699618863_EUR,ISIN,CX_XS0699618863_EUR,100,Fixed Rate Bond,,USD
,CX_FR0000120560_PAR,ISIN,CX_FR0000120560_PAR,100,Common Stock,,USD
,CX_US61166WAP68_USD,ISIN,CX_US61166WAP68_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0252511925_CHF,ISIN,CX_CH0252511925_CHF,100,Fixed Rate Bond,,USD
,CX_US2120151012_NYQ,ISIN,CX_US2120151012_NYQ,100,Common Stock,,USD
,CX_US857524AB80_USD,ISIN,CX_US857524AB80_USD,100,Fixed Rate Bond,,USD
,CX_USP3143NAJ39_USD,ISIN,CX_USP3143NAJ39_USD,100,Fixed Rate Bond,,USD
,CX_US06985P2092_NYQ,ISIN,CX_US06985P2092_NYQ,100,Common Stock,,USD
,CX_INE029A01011_NSI,ISIN,CX_INE029A01011_NSI,100,Common Stock,,USD
,CX_US00507V1098_NSQ,ISIN,CX_US00507V1098_NSQ,100,Common Stock,,USD
,CX_US1492051065_NYQ,ISIN,CX_US1492051065_NYQ,100,Common Stock,,USD
,CX_CA29254ZAF14_CAD,ISIN,CX_CA29254ZAF14_CAD,100,Fixed Rate Bond,,USD
,CX_CH0243069363_CHF,ISIN,CX_CH0243069363_CHF,100,Fixed Rate Bond,,USD
,CX_US42809HAF47_USD,ISIN,CX_US42809HAF47_USD,100,Interest Rate Index Linked Note,,USD
,HB11294 FX Forward CHF,ISIN,HB11294 FX Forward CHF,100,Fixed Rate Bond,,USD
,CX_US92857WAY66_USD,ISIN,CX_US92857WAY66_USD,100,Fixed Rate Bond,,USD
,CX_XS1608101066_GBP,ISIN,CX_XS1608101066_GBP,100,Fixed Rate Bond,,USD
,CX_XS1023703090_EUR,ISIN,CX_XS1023703090_EUR,100,Fixed Rate Bond,,USD
,CX_US26875PAL58_USD,ISIN,CX_US26875PAL58_USD,100,Interest Rate Index Linked Note,,USD
,CX_US7599161095_NSQ,ISIN,CX_US7599161095_NSQ,100,Common Stock,,USD
,CX_MYL5099OO006_KLS,ISIN,CX_MYL5099OO006_KLS,100,Common Stock,,USD
,CX_SE0000103699_STO,ISIN,CX_SE0000103699_STO,100,Common Stock,,USD
,CX_XS0617785943_EUR,ISIN,CX_XS0617785943_EUR,100,Fixed Rate Bond,,USD
,CX_XS0451457435_EUR,ISIN,CX_XS0451457435_EUR,100,Fixed Rate Bond,,USD
,CX_MX01ME050007_MEX,ISIN,CX_MX01ME050007_MEX,100,Common Stock,,USD
,CX_JP3633400001_TYO,ISIN,CX_JP3633400001_TYO,100,Common Stock,,USD
,CX_FI0009007884_HEX,ISIN,CX_FI0009007884_HEX,100,Common Stock,,USD
,CX_US151191AT07_USD,ISIN,CX_US151191AT07_USD,100,Fixed Rate Bond,,USD
,CX_GB0009252882_LSE,ISIN,CX_GB0009252882_LSE,100,Common Stock,,USD
,CX_CA4369131079_CAQ,ISIN,CX_CA4369131079_CAQ,100,Common Stock,,USD
,CX_US548661DD67_USD,ISIN,CX_US548661DD67_USD,100,Interest Rate Index Linked Note,,USD
,CX_FR0012766889_EUR,ISIN,CX_FR0012766889_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US629568AT31_USD,ISIN,CX_US629568AT31_USD,100,Fixed Rate Bond,,USD
,85026_00004082 - Forex Leg USD,ISIN,85026_00004082 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_US292505AD65_USD,ISIN,CX_US292505AD65_USD,100,Fixed Rate Bond,,USD
,CX_CH0104760001_CHF,ISIN,CX_CH0104760001_CHF,100,Fixed Rate Bond,,USD
,CX_US29273RAT68_USD,ISIN,CX_US29273RAT68_USD,100,Interest Rate Index Linked Note,,USD
,CX_US666807BF88_USD,ISIN,CX_US666807BF88_USD,100,Fixed Rate Bond,,USD
,CX_US961214BK83_USD,ISIN,CX_US961214BK83_USD,100,Fixed Rate Bond,,USD
,CX_US571903AJ23_USD,ISIN,CX_US571903AJ23_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0320712596_CHF,ISIN,CX_CH0320712596_CHF,100,Fixed Rate Bond,,USD
,CX_US233851BH64_USD,ISIN,CX_US233851BH64_USD,100,Fixed Rate Bond,,USD
,CX_US225433AK71_USD,ISIN,CX_US225433AK71_USD,100,Fixed Rate Bond,,USD
,56086_00017184 - Forex Leg SEK,ISIN,56086_00017184 - Forex Leg SEK,100,Fixed Rate Bond,,USD
,CX_US5951121038_NSQ,ISIN,CX_US5951121038_NSQ,100,Common Stock,,USD
,CX_XS0561875450_EUR,ISIN,CX_XS0561875450_EUR,100,Fixed Rate Bond,,USD
,CX_US59562HAJ77_USD,ISIN,CX_US59562HAJ77_USD,100,Fixed Rate Bond,,USD
,CX_US172967LM17_USD-Float,ISIN,CX_US172967LM17_USD-Float,100,Interest Rate Index Linked Note,,USD
,CX_XS1441773550_EUR,ISIN,CX_XS1441773550_EUR,100,Interest Rate Index Linked Note,,USD
,CX_CH0185996458_CHF,ISIN,CX_CH0185996458_CHF,100,Fixed Rate Bond,,USD
,CX_CA2052491057_CAQ,ISIN,CX_CA2052491057_CAQ,100,Common Stock,,USD
,CX_US92532F1003_NSQ,ISIN,CX_US92532F1003_NSQ,100,Common Stock,,USD
,CX_CH0026950078_CHF,ISIN,CX_CH0026950078_CHF,100,Fixed Rate Bond,,USD
,CX_XS1400342587_EUR,ISIN,CX_XS1400342587_EUR,100,Interest Rate Index Linked Note,,USD
,CX_CH0020469075_CHF,ISIN,CX_CH0020469075_CHF,100,Fixed Rate Bond,,USD
,CX_US2974251009_NYQ,ISIN,CX_US2974251009_NYQ,100,Common Stock,,USD
,CX_US9576381092_NYQ,ISIN,CX_US9576381092_NYQ,100,Common Stock,,USD
,CX_US26884UAB52_USD,ISIN,CX_US26884UAB52_USD,100,Interest Rate Index Linked Note,,USD
,CX_US05574LXH67_USD,ISIN,CX_US05574LXH67_USD,100,Fixed Rate Bond,,USD
,CX_US5488621013_NMQ,ISIN,CX_US5488621013_NMQ,100,Common Stock,,USD
,CX_US55907RAA68_USD,ISIN,CX_US55907RAA68_USD,100,Fixed Rate Bond,,USD
,CX_US28176E1082_NYQ,ISIN,CX_US28176E1082_NYQ,100,Common Stock,,USD
,CX_RU0009029524_RTS,ISIN,CX_RU0009029524_RTS,100,Common Stock,,USD
,CX_DE000A0JK2A8_GER,ISIN,CX_DE000A0JK2A8_GER,100,Common Stock,,USD
,CX_XS0849673602_GBP,ISIN,CX_XS0849673602_GBP,100,Fixed Rate Bond,,USD
,CX_KR7035080001_KOE,ISIN,CX_KR7035080001_KOE,100,Common Stock,,USD
,CX_XS1351803355_USD,ISIN,CX_XS1351803355_USD,100,Interest Rate Index Linked Note,,USD
,CX_US29379VBB80_USD,ISIN,CX_US29379VBB80_USD,100,Interest Rate Index Linked Note,,USD
,CX_US740816AG80_USD,ISIN,CX_US740816AG80_USD,100,Fixed Rate Bond,,USD
,CX_ID1000105604_JKT,ISIN,CX_ID1000105604_JKT,100,Common Stock,,USD
,CX_JP3893200000_TYO,ISIN,CX_JP3893200000_TYO,100,Common Stock,,USD
,CX_US024836AC22_USD,ISIN,CX_US024836AC22_USD,100,Interest Rate Index Linked Note,,USD
,CX_US71644EAG70_USD,ISIN,CX_US71644EAG70_USD,100,Fixed Rate Bond,,USD
,CX_PL0000109153_PLN,ISIN,CX_PL0000109153_PLN,100,Fixed Rate Bond,,USD
,CX_FR0013269123_PAR,ISIN,CX_FR0013269123_PAR,100,Common Stock,,USD
,CX_US0123481089_NYQ,ISIN,CX_US0123481089_NYQ,100,Common Stock,,USD
,CX_TRT270319T13_TRY,ISIN,CX_TRT270319T13_TRY,100,Fixed Rate Bond,,USD
,CX_PHY731961264_PHS,ISIN,CX_PHY731961264_PHS,100,Common Stock,,USD
,CX_US1495681074_NSQ,ISIN,CX_US1495681074_NSQ,100,Common Stock,,USD
,CX_US57636QAA22_USD,ISIN,CX_US57636QAA22_USD,100,Fixed Rate Bond,,USD
,CX_US980236AL79_USD,ISIN,CX_US980236AL79_USD,100,Interest Rate Index Linked Note,,USD
,CX_US0942351083_NSQ,ISIN,CX_US0942351083_NSQ,100,Common Stock,,USD
,CX_XS0798504030_EUR,ISIN,CX_XS0798504030_EUR,100,Fixed Amortizing Bond,,USD
,CX_US1729081059_NSQ,ISIN,CX_US1729081059_NSQ,100,Common Stock,,USD
,CX_US8962881079_NYQ,ISIN,CX_US8962881079_NYQ,100,Common Stock,,USD
,CX_US502413AZ05_USD,ISIN,CX_US502413AZ05_USD,100,Fixed Rate Bond,,USD
,CX_US14149YBE77_USD,ISIN,CX_US14149YBE77_USD,100,Interest Rate Index Linked Note,,USD
,56088_00012106 - Forex Leg SGD,ISIN,56088_00012106 - Forex Leg SGD,100,Fixed Rate Bond,,USD
,CX_US30161NAW11_USD,ISIN,CX_US30161NAW11_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS1405769727_GBP,ISIN,CX_XS1405769727_GBP,100,Fixed Rate Bond,,USD
,CX_CA45245E1097_NYQ,ISIN,CX_CA45245E1097_NYQ,100,Common Stock,,USD
,CX_XS1401196958_EUR,ISIN,CX_XS1401196958_EUR,100,Fixed Rate Bond,,USD
,CX_ES0211845294_EUR,ISIN,CX_ES0211845294_EUR,100,Fixed Rate Bond,,USD
,CX_CA6752221037_CAQ,ISIN,CX_CA6752221037_CAQ,100,Common Stock,,USD
,CX_US89352HAS85_USD,ISIN,CX_US89352HAS85_USD,100,Fixed Rate Bond,,USD
,CX_ES0173093024_MCE,ISIN,CX_ES0173093024_MCE,100,Common Stock,,USD
,CX_TW0008076001_TWO,ISIN,CX_TW0008076001_TWO,100,Common Stock,,USD
,CX_HK0000174232_HKG,ISIN,CX_HK0000174232_HKG,100,Common Stock,,USD
,CX_XS0494932741_GBP,ISIN,CX_XS0494932741_GBP,100,Fixed Rate Bond,,USD
,CX_US20030N1019_NSQ,ISIN,CX_US20030N1019_NSQ,100,Common Stock,,USD
,CX_IE0001827041_LSE,ISIN,CX_IE0001827041_LSE,100,Common Stock,,USD
,CX_XS1550951138_EUR,ISIN,CX_XS1550951138_EUR,100,Fixed Rate Bond,,USD
,CX_US774341AK79_USD,ISIN,CX_US774341AK79_USD,100,Interest Rate Index Linked Note,,USD
,CX_US437076BF88_USD,ISIN,CX_US437076BF88_USD,100,Interest Rate Index Linked Note,,USD
,CX_CA918423AM65_CAD,ISIN,CX_CA918423AM65_CAD,100,Fixed Rate Bond,,USD
,CX_XS1508917017_USD,ISIN,CX_XS1508917017_USD,100,Fixed Rate Bond,,USD
,CX_HK0027032686_HKG,ISIN,CX_HK0027032686_HKG,100,Common Stock,,USD
,CX_US96950FAQ72_USD,ISIN,CX_US96950FAQ72_USD,100,Interest Rate Index Linked Note,,USD
,CX_US11120VAA17_USD,ISIN,CX_US11120VAA17_USD,100,Interest Rate Index Linked Note,,USD
,CX_US042735BA76_USD,ISIN,CX_US042735BA76_USD,100,Fixed Rate Bond,,USD
,CX_US37331NAB73_USD,ISIN,CX_US37331NAB73_USD,100,Fixed Rate Bond,,USD
,CX_US41283LAF22_USD,ISIN,CX_US41283LAF22_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS1488418960_EUR,ISIN,CX_XS1488418960_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US378272AG37_USD,ISIN,CX_US378272AG37_USD,100,Fixed Rate Bond,,USD
,CX_KR7000120006_KSC,ISIN,CX_KR7000120006_KSC,100,Common Stock,,USD
,CX_US05578DAN21_USD,ISIN,CX_US05578DAN21_USD,100,Fixed Rate Bond,,USD
,CX_CH0358654942_CHF,ISIN,CX_CH0358654942_CHF,100,Fixed Rate Bond,,USD
,CX_CH0233341657_CHF,ISIN,CX_CH0233341657_CHF,100,Fixed Rate Bond,,USD
,CX_US917288BC52_USD,ISIN,CX_US917288BC52_USD,100,Fixed Amortizing Bond,,USD
,CX_US21685WDF14_USD,ISIN,CX_US21685WDF14_USD,100,Fixed Rate Bond,,USD
,MEIJER,ISIN,MEIJER,100,Fixed Rate Bond,,USD
,CX_US74834LAU44_USD,ISIN,CX_US74834LAU44_USD,100,Fixed Rate Bond,,USD
,CX_XS1328173080_EUR,ISIN,CX_XS1328173080_EUR,100,Interest Rate Index Linked Note,,USD
,CX_CA775109BD29_CAD,ISIN,CX_CA775109BD29_CAD,100,Fixed Rate Bond,,USD
,CX_US30303M1027_NSQ,ISIN,CX_US30303M1027_NSQ,100,Common Stock,,USD
,CX_CA13321L1085_CAQ,ISIN,CX_CA13321L1085_CAQ,100,Common Stock,,USD
,CX_US3546131018_NYQ,ISIN,CX_US3546131018_NYQ,100,Common Stock,,USD
,CX_US559080AH90_USD,ISIN,CX_US559080AH90_USD,100,Interest Rate Index Linked Note,,USD
,CX_US759187BL00_USD,ISIN,CX_US759187BL00_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS0906792105_EUR,ISIN,CX_XS0906792105_EUR,100,Fixed Rate Bond,,USD
,CX_CA59162ZAB81_CAD,ISIN,CX_CA59162ZAB81_CAD,100,Fixed Rate Bond,,USD
,CX_US912828U329_USD,ISIN,CX_US912828U329_USD,100,Fixed Rate Bond,,USD
,CX_CH0292984470_CHF,ISIN,CX_CH0292984470_CHF,100,Fixed Rate Bond,,USD
,CX_US747525AM55_USD,ISIN,CX_US747525AM55_USD,100,Fixed Rate Bond,,USD
,CX_US62944TAE55_USD,ISIN,CX_US62944TAE55_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS1074144871_EUR,ISIN,CX_XS1074144871_EUR,100,Fixed Rate Bond,,USD
,56087_00007751 - Forex Leg USD,ISIN,56087_00007751 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_XS1376614118_EUR,ISIN,CX_XS1376614118_EUR,100,Fixed Rate Bond,,USD
,CX_US90131HCD52_USD,ISIN,CX_US90131HCD52_USD,100,Interest Rate Index Linked Note,,USD
,CX_GB00B7N0K053_LSE,ISIN,CX_GB00B7N0K053_LSE,100,Common Stock,,USD
,CX_FR0012370872_EUR,ISIN,CX_FR0012370872_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US29379VAF04_USD,ISIN,CX_US29379VAF04_USD,100,Fixed Rate Bond,,USD
,CX_SE0002148817_STO,ISIN,CX_SE0002148817_STO,100,Common Stock,,USD
,CX_US842400FZ13_USD,ISIN,CX_US842400FZ13_USD,100,Interest Rate Index Linked Note,,USD
,CX_NO0010736879_OSL,ISIN,CX_NO0010736879_OSL,100,Common Stock,,USD
,CX_SE0006288015_STO,ISIN,CX_SE0006288015_STO,100,Common Stock,,USD
,66180_00003035 - Forex Leg EUR,ISIN,66180_00003035 - Forex Leg EUR,100,Fixed Rate Bond,,USD
,CX_CH0273485380_CHF,ISIN,CX_CH0273485380_CHF,100,Fixed Rate Bond,,USD
,CX_US299897AC26_USD,ISIN,CX_US299897AC26_USD,100,Interest Rate Index Linked Note,,USD
,CX_IT0001389631_MIL,ISIN,CX_IT0001389631_MIL,100,Common Stock,,USD
,CX_US30212PAJ49_USD,ISIN,CX_US30212PAJ49_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0326213953_CHF,ISIN,CX_CH0326213953_CHF,100,Fixed Rate Bond,,USD
,CX_XS1089859505_EUR,ISIN,CX_XS1089859505_EUR,100,Interest Rate Index Linked Note,,USD
,CX_CA135087YL25_CAD,ISIN,CX_CA135087YL25_CAD,100,Fixed Rate Bond,,USD
,CX_FR0012757854_PAR,ISIN,CX_FR0012757854_PAR,100,Common Stock,,USD
,CX_US37045VAE02_USD,ISIN,CX_US37045VAE02_USD,100,Fixed Rate Bond,,USD
,CX_CA884903BJ39_CAD,ISIN,CX_CA884903BJ39_CAD,100,Fixed Rate Bond,,USD
,CX_US89233P5F99_USD,ISIN,CX_US89233P5F99_USD,100,Fixed Rate Bond,,USD
,CX_XS1254428896_EUR,ISIN,CX_XS1254428896_EUR,100,Fixed Rate Bond,,USD
,CX_XS0907606379_EUR,ISIN,CX_XS0907606379_EUR,100,Fixed Rate Bond,,USD
,CX_FR0010941484_EUR-Fix,ISIN,CX_FR0010941484_EUR-Fix,100,Fixed Rate Bond,,USD
,HB90501 FX Forward CHF,ISIN,HB90501 FX Forward CHF,100,Fixed Rate Bond,,USD
,CX_US22966RAD89_USD,ISIN,CX_US22966RAD89_USD,100,Interest Rate Index Linked Note,,USD
,CX_US29379VBL62_USD,ISIN,CX_US29379VBL62_USD,100,Interest Rate Index Linked Note,,USD
,CX_US74432QBM69_USD,ISIN,CX_US74432QBM69_USD,100,Fixed Rate Bond,,USD
,CX_LU0075646355_OSL,ISIN,CX_LU0075646355_OSL,100,Common Stock,,USD
,CX_CA89347ZAK36_CAD,ISIN,CX_CA89347ZAK36_CAD,100,Fixed Rate Bond,,USD
,CX_US828807CF26_USD,ISIN,CX_US828807CF26_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0123575091_CHF,ISIN,CX_CH0123575091_CHF,100,Fixed Rate Bond,,USD
,CX_MYBMS1200026_MYR,ISIN,CX_MYBMS1200026_MYR,100,Fixed Rate Bond,,USD
,CX_US195325BR53_USD,ISIN,CX_US195325BR53_USD,100,Interest Rate Index Linked Note,,USD
,CX_US29336UAG22_USD,ISIN,CX_US29336UAG22_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0260067779_CHF,ISIN,CX_CH0260067779_CHF,100,Fixed Rate Bond,,USD
,CX_US773903AF60_USD,ISIN,CX_US773903AF60_USD,100,Interest Rate Index Linked Note,,USD
,CX_SE0000120669_STO,ISIN,CX_SE0000120669_STO,100,Common Stock,,USD
,CX_XS1378780891_EUR,ISIN,CX_XS1378780891_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US25746UBM09_USD,ISIN,CX_US25746UBM09_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS1509003361_EUR,ISIN,CX_XS1509003361_EUR,100,Fixed Rate Bond,,USD
,CX_GB00BDCHBW80_GBP,ISIN,CX_GB00BDCHBW80_GBP,100,Fixed Rate Bond,,USD
,CX_US58958U1034_NSQ,ISIN,CX_US58958U1034_NSQ,100,Common Stock,,USD
,69312_00035463 - Forex Leg ZAR,ISIN,69312_00035463 - Forex Leg ZAR,100,Fixed Rate Bond,,USD
,CX_XS0809571739_USD,ISIN,CX_XS0809571739_USD,100,Fixed Rate Bond,,USD
,302226_00000560 - Forex Leg CHF,ISIN,302226_00000560 - Forex Leg CHF,100,Fixed Rate Bond,,USD
,CX_US22546QAN79_USD,ISIN,CX_US22546QAN79_USD,100,Fixed Rate Bond,,USD
,CX_US744320AN25_USD,ISIN,CX_US744320AN25_USD,100,Interest Rate Index Linked Note,,USD
,CX_FR0000061129_PAR,ISIN,CX_FR0000061129_PAR,100,Common Stock,,USD
,CX_INE176B01034_NSI,ISIN,CX_INE176B01034_NSI,100,Common Stock,,USD
